graph	algo	size	time	opt	seed	mem
sat14_dated-10-17-u.cnf.hgr.random100	ILP	146162	3600.25	0	1002	1177920
sat14_E02F22.cnf.primal.hgr.random100	ILP	594	197.697	1	1002	3468432
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	ILP	91911	540.347	1	1002	1662892
sat14_manol-pipe-c10nidw.cnf.dual.hgr.random100	ILP	163439	3600.49	0	1002	4805060
sat14_MD5-30-5.cnf.dual.hgr.random100	ILP	2920	3600.02	0	1002	490304
sat14_openstacks-p30_3.085-SAT.cnf.hgr.random100	ILP	166047	50.0572	1	1002	1272200
sat14_post-cbmc-aes-d-r2-noholes.cnf.dual.hgr.random100	ILP	104936	3629.78	0	1002	3890312
sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr.random100	ILP	101292	3601.18	0	1002	8811808
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	ILP	131181	318.718	1	1002	1902384
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	ILP	484565	302.98	1	1002	2345240
sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr.random100	ILP	474426	3601.45	0	1002	5466776
sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr.random100	ILP	1228271	3602.24	0	1002	14689428
sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr.random100	ILP	602028	3601.48	0	1002	6822748
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	ILP	32017	4.35576	1	1002	377936
sat14_UCG-15-10p1.cnf.hgr.random100	ILP	132284	3600.29	0	1002	1040912
sat14_UCG-15-10p1.cnf.primal.hgr.random100	ILP	39543	3600.3	0	1002	2563328
shermanACb.mtx.hgr.random100.rendered	ILP	1912	0.311991	1	1002	38488
ship_001.mtx.hgr.random100	ILP	238	3600.13	0	1002	415368
sls.mtx.hgr.random100	ILP	54721	83.3454	1	1002	2241860
soc-sign-epinions.mtx.hgr.random100	ILP	70473	1.03612	1	1002	170280
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	ILP	7556	1.20541	1	1002	218480
xenon2.mtx.hgr.random100	ILP	4240	3600.16	0	1002	506700
